#X			Y
1.00	1.00
1.00	1.00
0.99	1.00
0.99	1.00
0.99	1.01
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
0.99	1.00
0.99	1.01
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
0.99	1.00
0.99	1.01
0.99	1.00
1.00	1.00
0.99	1.01
0.96	25.99
0.96	25.99
1.00	26.01
0.97	26.02
1.01	25.98
0.99	25.98
0.98	25.99
0.98	26.00
1.00	26.00
1.00	26.00
0.96	25.99
0.99	26.01
0.98	25.99
1.01	25.99
0.99	25.98
0.98	26.01
0.99	25.97
0.94	25.98
1.00	26.00
1.02	26.00
1.00	26.00
0.96	25.98
1.00	26.00
0.96	25.99
0.98	25.99
0.98	50.98
1.03	50.97
1.01	50.98
1.01	50.98
1.02	50.99
1.01	50.98
1.02	50.97
1.01	51.01
1.00	51.00
1.01	50.93
1.03	50.98
1.00	50.98
1.01	50.98
1.02	50.96
1.01	50.99
1.01	50.96
1.00	50.97
1.02	50.93
1.04	50.94
1.02	50.98
1.03	51.00
1.01	50.98
1.01	50.95
1.03	50.98
1.02	50.99
1.21	74.86
1.09	74.74
0.58	75.93
0.66	76.28
0.49	76.16
2.05	73.76
1.01	74.92
0.57	76.10
1.00	76.00
0.54	76.52
1.87	74.26
1.51	74.69
0.76	76.14
1.00	76.55
0.32	77.11
2.27	73.59
1.58	74.60
1.20	76.06
0.96	76.48
0.79	76.67
2.39	73.28
1.17	74.96
1.17	75.50
1.08	75.97
0.08	76.84
1.46	99.41
0.52	99.70
0.53	100.86
0.74	101.14
0.88	101.21
1.18	99.05
0.36	100.35
0.67	100.87
1.00	101.00
1.06	101.28
1.39	98.76
0.87	100.00
0.59	100.74
0.89	101.03
0.09	102.28
2.32	97.75
1.92	98.53
1.03	100.42
0.67	101.38
0.62	101.64
2.25	97.47
1.91	98.64
0.99	100.47
0.86	100.97
0.94	100.64
1.37	124.93
1.22	125.32
0.86	126.08
0.74	126.10
1.42	126.35
1.43	123.39
1.15	125.76
1.24	125.58
1.00	126.00
0.91	126.65
1.68	123.67
0.87	125.58
1.52	125.36
1.26	126.16
1.40	126.47
1.85	124.14
1.90	124.77
1.14	125.49
1.29	126.03
1.25	126.65
3.52	123.58
4.36	124.22
1.42	125.67
0.81	126.12
0.99	126.28
0.76	150.39
0.75	150.62
0.72	150.54
0.98	150.87
0.63	151.24
0.61	149.15
0.92	150.51
0.53	150.76
1.00	151.00
1.09	151.51
1.01	150.11
0.80	150.43
0.71	150.71
0.99	151.14
0.85	151.46
1.20	149.92
0.88	150.51
1.01	150.78
0.90	151.16
1.12	151.26
0.92	150.45
1.23	150.76
0.89	150.96
1.06	151.07
1.37	151.48
0.74	176.01
0.78	175.94
0.95	176.07
0.82	176.21
1.00	175.88
0.78	175.87
0.82	175.95
0.76	175.90
1.00	176.00
1.07	176.14
1.12	176.12
0.78	176.10
1.11	176.13
0.80	176.16
1.20	176.22
1.25	175.89
1.00	176.09
1.31	176.08
1.06	175.86
0.88	175.99
1.24	175.92
1.21	176.10
1.13	175.85
1.05	176.03
0.93	175.95
-0.86	197.04
-1.76	198.19
-0.45	200.20
-0.29	201.30
0.87	201.79
1.17	197.59
0.78	199.10
0.64	200.61
1.00	201.00
1.40	202.08
2.56	197.12
2.47	197.27
2.14	200.52
2.30	201.55
3.21	202.20
5.01	197.63
5.68	197.92
4.74	199.72
5.19	201.25
4.07	203.06
6.84	196.94
6.62	198.17
5.94	200.23
7.69	200.93
6.26	202.38
-0.55	223.42
-0.05	224.48
0.73	225.47
1.12	226.04
1.22	226.88
1.95	223.61
0.84	224.26
0.99	225.40
1.00	226.00
0.78	227.07
2.03	223.42
2.80	223.28
1.27	225.55
1.48	226.19
1.60	227.17
3.05	222.70
3.70	223.77
3.88	225.23
4.47	226.58
4.67	227.98
5.08	223.38
5.90	223.48
5.93	225.33
5.43	226.19
4.22	227.09
-2.26	246.80
-2.13	247.34
-5.79	249.68
0.76	250.43
0.35	252.03
0.32	246.00
0.33	247.31
1.46	249.49
1.00	251.00
1.30	252.44
2.87	245.82
3.78	246.64
1.74	249.61
0.90	251.38
2.96	253.36
5.70	245.95
5.96	247.38
7.95	249.32
5.98	251.53
5.51	253.46
8.16	246.67
8.56	247.47
9.43	249.71
9.48	251.29
7.92	252.85
-1.97	274.36
-2.49	273.69
-0.96	275.21
-1.08	275.39
-1.29	275.53
-0.08	273.39
-0.12	275.21
0.31	276.07
1.00	276.00
1.03	276.42
1.97	273.73
2.03	273.82
1.77	275.83
1.71	276.42
2.17	276.81
2.54	274.37
2.98	274.10
2.73	275.31
3.74	276.30
3.17	276.89
5.42	272.42
4.26	274.18
4.30	275.16
5.21	275.77
3.56	276.38
-1.37	298.29
-2.37	297.56
-1.94	298.33
-1.20	300.43
-1.32	299.21
0.08	297.84
0.12	298.50
-0.02	300.45
1.00	301.00
0.72	300.36
2.07	300.35
2.48	299.18
2.50	300.14
3.50	301.27
3.30	303.72
5.11	297.92
5.44	297.96
6.11	300.05
6.55	301.97
6.27	302.19
7.22	298.31
7.58	297.96
7.75	299.65
8.73	300.17
7.76	302.14
-1.52	323.22
-1.48	323.65
-1.54	324.32
-0.31	326.05
-0.34	326.25
0.17	322.55
0.50	325.35
0.96	325.92
1.00	326.00
0.97	326.21
2.51	323.90
2.09	324.80
2.45	324.73
3.13	325.02
3.09	327.19
4.75	323.10
4.51	323.38
5.09	325.12
5.53	326.00
5.08	328.18
6.25	324.17
7.56	323.84
7.49	325.57
7.76	325.87
7.35	326.31
-1.73	349.10
-0.78	348.87
-1.17	350.20
0.39	350.64
-0.28	350.79
0.89	348.09
0.53	349.98
0.50	350.78
1.00	351.00
1.29	351.01
2.03	347.27
2.10	348.98
2.13	350.92
2.60	350.72
2.15	351.55
4.25	348.19
4.16	349.11
5.00	350.05
4.45	350.69
3.35	351.61
3.64	349.57
3.63	349.92
6.58	350.23
3.81	351.10
3.62	351.35
-0.92	371.52
-1.38	372.61
-1.72	374.45
-0.06	375.78
-0.40	377.32
1.37	370.25
0.79	372.15
0.71	374.61
1.00	376.00
1.49	377.34
3.56	371.30
4.49	371.97
3.65	374.87
5.17	376.72
4.50	377.97
6.94	370.76
6.42	372.20
6.77	374.73
7.55	376.27
7.39	378.39
8.71	371.46
8.16	372.80
8.80	374.58
9.04	376.80
8.86	378.40
0.91	400.05
0.64	400.63
0.95	400.82
1.01	401.20
0.76	401.00
1.19	400.58
1.08	400.53
0.95	401.02
1.00	401.00
1.30	401.32
1.75	399.86
1.34	400.76
1.41	401.10
1.13	401.19
1.50	401.56
2.12	400.04
1.46	400.60
2.74	400.93
1.98	401.31
1.94	401.61
3.45	399.80
2.21	400.51
2.31	401.12
3.25	401.03
1.98	401.05
0.69	425.37
1.15	425.85
0.96	425.90
0.90	426.04
1.21	426.53
1.77	424.84
0.96	425.43
1.07	425.90
1.00	426.00
0.85	426.20
1.61	425.47
1.09	425.75
0.78	425.75
1.19	425.97
1.52	425.64
2.12	424.63
1.77	424.65
1.49	425.07
2.57	425.37
1.90	426.17
2.81	424.54
2.83	424.37
2.22	425.52
1.99	426.00
2.12	426.15
-0.15	450.77
-1.96	449.11
0.23	451.05
0.19	451.30
0.19	451.43
1.56	450.79
1.07	450.78
0.97	450.95
1.00	451.00
0.65	451.06
2.09	450.28
1.68	450.26
1.55	450.70
1.95	450.60
1.53	451.12
2.80	449.91
2.39	450.19
3.11	449.75
3.71	450.48
2.61	450.85
4.13	448.55
3.97	448.55
1.86	450.52
2.52	450.67
3.88	450.96
-2.18	473.99
-1.02	475.12
0.11	476.43
1.03	476.41
1.67	476.47
-0.75	474.30
-0.75	474.61
0.45	476.18
1.00	476.00
1.78	476.82
-0.17	475.74
0.29	475.73
0.72	476.19
1.51	476.32
1.55	475.95
-0.10	476.40
0.60	476.63
0.96	476.56
1.62	476.33
2.11	477.16
0.08	477.29
0.38	476.75
1.00	477.09
1.38	476.45
1.32	477.02
0.97	500.95
0.99	500.95
1.02	500.99
1.03	501.04
1.07	501.08
0.99	500.96
0.99	500.98
1.02	500.98
1.00	501.00
1.04	501.06
1.00	500.96
1.03	500.95
1.02	500.99
1.00	501.01
0.99	501.03
1.01	500.95
1.00	500.98
0.98	500.98
1.02	501.05
1.04	501.04
1.03	500.96
0.98	500.99
0.98	501.01
0.99	501.09
1.02	501.14
1.00	525.99
1.01	526.00
1.02	526.02
1.00	525.98
1.01	525.99
1.00	525.99
1.00	526.00
1.00	525.99
1.00	526.00
1.01	526.00
1.00	526.01
1.00	526.02
1.03	526.00
0.97	526.00
0.98	526.02
0.99	525.99
0.98	526.00
0.99	526.01
0.99	526.00
1.02	525.98
1.01	526.01
1.00	526.01
1.00	525.98
1.01	525.99
0.99	526.01
0.99	551.00
0.99	551.00
1.00	551.01
1.01	551.00
1.00	550.99
0.99	551.00
1.00	551.00
0.99	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
0.99	550.98
0.99	550.99
0.99	551.01
0.99	551.00
0.99	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	551.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.01	576.00
1.00	576.00
1.00	576.00
1.00	576.00
1.00	576.00
0.99	576.00
1.00	576.00
0.99	576.00
1.00	576.00
1.01	576.00
1.00	576.00
1.00	576.00
1.00	576.00
26.02	0.99
26.01	1.00
